ITEM   	 LEN_S 	
doorstep	   2	
doorsteps	   2	
doorstop	   -  	
doorstops	   -  	
doorway	   2	
doorways	   2	
doozies	   -  	
dopa	   -  	
dopehead	   -  	
dopers	   -  	
dormancy	   -  	
dormeuse	   -  	
dormitory	   3	
dormouse	   -  	
dorms	   1	
dors	   -  	
dorsalis	   -  	
dorsi	   -  	
dosages	   -  	
dose	   1	
doses	   2	
dosh	   -  	
dosimeter	   -  	
dosis	   -  	
doss	   -  	
dossiers	   3	
dotage	   2	
dotard	   -  	
dots	   1	
dotter	   -  	
doublet	   2	
doubletree	   -  	
doubloon	   -  	
doubloons	   -  	
doubter	   2	
doubters	   2	
douce	   -  	
dough	   1	
doughboys	   -  	
doughnuts	   2	
douma	   -  	
douser	   -  	
doves	   1	
dowagers	   -  	
dowel	   -  	
dower	   -  	
downbeats	   -  	
downby	   -  	
downdraft	   -  	
downfall	   2	
downfield	   -  	
downhauls	   -  	
downpour	   2	
downpours	   -  	
downriver	   -  	
downside	   -  	
downsides	   -  	
downslope	   -  	
downstair	   -  	
downswing	   -  	
downturn	   -  	
downwash	   -  	
dowries	   -  	
dowry	   3	
dowser	   -  	
dowsers	   -  	
doxie	   -  	
doxology	   -  	
doxy	   -  	
doyen	   2	
doyens	   -  	
dozen	   2	
dozens	   2	
dozers	   -  	
drabble	   -  	
drabs	   -  	
dracaena	   -  	
drachma	   -  	
drachmas	   -  	
drad	   -  	
draftees	   -  	
draftsman	   -  	
draftsmen	   -  	
dragger	   -  	
draggers	   -  	
dragoman	   -  	
dragonfish	   -  	
dragonfly	   3	
dragons	   2	
dragoon	   -  	
dragoons	   -  	
dragsters	   -  	
drainage	   2	
drainages	   -  	
drainer	   -  	
drainpipe	   -  	
drainpipes	   -  	
drains	   1	
dram	   1	
drama	   2	
dramas	   2	
dramatics	   3	
dramatis	   -  	
dramatist	   3	
dramatists	   3	
drams	   -  	
draperies	   3	
drapery	   3	
drats	   -  	
draught	   1	
draughts	   1	
drawback	   2	
drawbacks	   2	
drawbridge	   2	
drawer	   2	
drawers	   1	
drawings	   2	
dray	   -  	
dreadfuls	   -  	
dreadlocks	   -  	
dreamboat	   -  	
dreamboats	   -  	
dreamers	   2	
dreamworld	   -  	
dredgers	   -  	
dredges	   -  	
dregs	   1	
dreidels	   -  	
dresser	   2	
dressers	   2	
dressier	   -  	
dressings	   2	
dressmaker	   3	
drib	   -  	
dribbler	   -  	
dribblers	   -  	
dribs	   -  	
driers	   -  	
drifters	   2	
driller	   -  	
drillers	   -  	
drillings	   -  	
drills	   1	
drinker	   2	
drinkers	   2	
drinky	   -  	
dripper	   -  	
drippers	   -  	
drippings	   -  	
drivers	   2	
driveway	   2	
driveways	   -  	
drizzles	   -  	
drogue	   -  	
drolleries	   -  	
drollery	   -  	
drome	   -  	
dromedary	   -  	
drongo	   -  	
droops	   1	
droplet	   2	
droplets	   2	
droppage	   -  	
dropper	   2	
droppings	   2	
dropsies	   -  	
dropsy	   -  	
drosophila	   -  	
dross	   1	
drought	   1	
droughts	   1	
drover	   -  	
droves	   1	
drownings	   -  	
drowsiness	   3	
drudgery	   3	
druggie	   -  	
druggies	   -  	
druggist	   -  	
druggists	   -  	
drugstores	   2	
druid	   -  	
druidism	   -  	
druids	   -  	
drummer	   2	
drummers	   2	
drums	   1	
drumstick	   -  	
drumsticks	   -  	
drunkard	   2	
drunkards	   2	
drunks	   1	
druze	   -  	
dryad	   -  	
dryers	   2	
dryness	   2	
dualism	   -  	
dualities	   -  	
duality	   -  	
dubba	   -  	
dubber	   -  	
ducat	   -  	
ducats	   2	
duchess	   2	
duchesses	   3	
duchy	   2	
ducker	   -  	
duckers	   -  	
duckie	   -  	
duckling	   -  	
ducklings	   2	
ducks	   1	
ducktail	   -  	
ducktails	   -  	
duckweed	   -  	
ducts	   1	
ductwork	   -  	
dudes	   1	
dudgeon	   2	
duds	   -  	
dueler	   -  	
duelist	   -  	
duellist	   -  	
duellists	   -  	
duels	   2	
duenna	   -  	
dues	   1	
duet	   2	
duets	   2	
duffels	   -  	
duffers	   -  	
duffs	   -  	
dugout	   2	
dugouts	   2	
dui	   -  	
dukedom	   -  	
dukeship	   -  	
dulcimer	   -  	
dullards	   -  	
dullness	   2	
dult	   -  	
dumbbells	   -  	
dumbhead	   -  	
dumbness	   -  	
dumbos	   -  	
dumbwaiter	   -  	
dumdums	   -  	
dummkopfs	   -  	
dummying	   -  	
dumper	   -  	
dumpers	   -  	
dumpings	   -  	
dumpling	   2	
dumps	   1	
dumpty	   -  	
dunce	   -  	
dunces	   -  	
dunder	   -  	
dunderhead	   -  	
dunes	   1	
dung	   1	
dungaree	   -  	
dungy	   -  	
dunkers	   -  	
dunny	   -  	
duo	   2	
duodena	   -  	
duodenum	   -  	
duomo	   -  	
dupatta	   -  	
dupes	   1	
duplicator	   -  	
dura	   -  	
durability	   5	
duration	   3	
duress	   2	
durians	   -  	
dusk	   1	
dustbin	   2	
dusters	   2	
dustman	   2	
dustpan	   2	
dustpans	   -  	
dustup	   -  	
duties	   2	
duty	   2	
duvet	   2	
dwarfism	   -  	
dweeb	   -  	
dweebs	   -  	
dweller	   2	
dwellers	   2	
dwellings	   2	
dwindles	   2	
dybbuk	   -  	
dybbuks	   -  	
dyes	   1	
dynamics	   3	
dynamism	   4	
dynamiter	   -  	
dynamites	   -  	
dynamo	   3	
dynamos	   -  	
dynamotor	   -  	
dynasties	   3	
dynasty	   3	
dysarthria	   -  	
dysgenics	   -  	
dysphasia	   -  	
dysphoria	   -  	
dysplasia	   -  	
dyspnea	   -  	
dysprosium	   -  	
dystonia	   -  	
dystopia	   -  	
dystrophy	   -  	
ead	   -  	
eagerness	   3	
eagles	   2	
ear	   1	
earaches	   -  	
eardrop	   -  	
eardrops	   -  	
eardrum	   2	
eardrums	   2	
earflaps	   -  	
earful	   -  	
earhole	   -  	
earings	   -  	
earldom	   -  	
earlobe	   2	
earlobes	   -  	
earmarks	   -  	
earner	   2	
earners	   2	
earnings	   2	
earphone	   -  	
earpieces	   -  	
earring	   2	
earrings	   2	
ears	   1	
earshot	   2	
earthlight	   -  	
earthling	   -  	
earthlings	   2	
earthmen	   -  	
earthquake	   2	
earths	   1	
earthworms	   2	
earwig	   2	
earwigs	   -  	
earwitness	   -  	
easel	   2	
easels	   -  	
easement	   -  	
easer	   -  	
easiness	   -  	
easter	   -  	
easters	   -  	
eateries	   -  	
eath	   -  	
eau	   -  	
ebonite	   -  	
eccentrics	   3	
ecchymoses	   -  	
ecchymosis	   -  	
ecdysis	   -  	
echelons	   3	
echogram	   -  	
echos	   -  	
eclair	   -  	
eclairs	   2	
eclat	   2	
eclipses	   -  	
eclogues	   -  	
ecologist	   4	
ecology	   4	
economics	   4	
economies	   4	
economist	   4	
economists	   4	
economy	   4	
ecosystems	   4	
ecru	   -  	
ecstasies	   3	
ecstasy	   3	
ectoderm	   -  	
ectomorph	   -  	
ectoplasm	   -  	
ectopy	   -  	
ecu	   -  	
eczema	   3	
eczemas	   -  	
edaphology	   -  	
eddies	   2	
edelweiss	   -  	
edema	   -  	
edges	   2	
edgeways	   2	
edginess	   -  	
edibility	   -  	
edibles	   -  	
edict	   2	
edicts	   2	
edifices	   -  	
edition	   3	
editions	   3	
editorials	   4	
editorship	   4	
eds	   -  	
education	   4	
educations	   -  	
educator	   4	
educators	   4	
eel	   1	
eelskin	   -  	
effacement	   -  	
effectors	   -  	
effeminacy	   5	
effendis	   3	
efficacy	   4	
efficiency	   4	
effigies	   3	
effigy	   3	
effluent	   2	
effluvia	   -  	
effluvium	   -  	
effort	   2	
efforts	   2	
effraction	   -  	
effulgence	   -  	
effusion	   -  	
effusions	   -  	
egads	   -  	
eggbeater	   -  	
eggbeaters	   -  	
eggcup	   -  	
eggnogs	   -  	
eggplants	   -  	
eggroll	   -  	
eggrolls	   -  	
eggs	   1	
eggshells	   -  	
egoism	   4	
egoist	   3	
egomania	   -  	
egomaniacs	   -  	
egos	   2	
egotism	   4	
egotist	   -  	
egress	   -  	
egret	   -  	
egrets	   2	
egyptians	   -  	
egyptology	   -  	
eider	   2	
eiderdown	   3	
eigenvalue	   -  	
ejaculator	   -  	
ejecta	   -  	
ejection	   3	
ejector	   -  	
ejectors	   -  	
eland	   2	
elasmosaur	   -  	
elasticity	   5	
elastin	   -  	
elastomer	   -  	
elastomers	   -  	
elation	   3	
elations	   -  	
elbow	   2	
elbows	   2	
elderberry	   4	
elderlies	   -  	
election	   3	
elections	   3	
electives	   -  	
electorate	   4	
electors	   3	
electrics	   -  	
electron	   3	
electrons	   3	
elegance	   3	
elegy	   3	
element	   3	
elements	   3	
elevato	   -  	
elevator	   4	
elevators	   4	
elevenses	   4	
elfin	   2	
eliminator	   -  	
elites	   2	
elitism	   4	
elixirs	   -  	
elkhorn	   -  	
elliptic	   -  	
elms	   1	
elocution	   4	
elongation	   -  	
elopement	   3	
elopements	   -  	
elsewheres	   -  	
elusion	   -  	
elves	   1	
elysia	   -  	
elzevir	   -  	
emails	   -  	
emanation	   4	
emanations	   4	
embalmer	   -  	
embalmers	   -  	
embankment	   3	
embargo	   3	
embargoes	   3	
embargos	   -  	
embarras	   -  	
embassage	   -  	
embassies	   3	
embassy	   3	
embers	   2	
embezzlers	   -  	
emblem	   2	
embodiment	   4	
embolden	   -  	
embolism	   -  	
embolus	   -  	
embouchure	   -  	
embrasure	   -  	
embrasures	   -  	
embroidery	   4	
embroil	   -  	
embryo	   3	
embryology	   -  	
embryos	   3	
emcees	   -  	
emeralds	   3	
emergence	   3	
emersion	   -  	
emesis	   -  	
emigration	   4	
emigres	   3	
eminence	   3	
eminences	   -  	
eminency	   -  	
emir	   2	
emirates	   3	
emissaries	   4	
emission	   3	
emissions	   3	
emittance	   -  	
emitter	   -  	
emitters	   -  	
emolument	   -  	
emotion	   3	
emotions	   3	
empanada	   -  	
empathy	   3	
emperess	   -  	
emperors	   3	
empery	   -  	
emphasis	   3	
emphysema	   4	
empires	   3	
empiricism	   5	
empiricist	   4	
empirics	   -  	
employees	   3	
employers	   3	
employment	   3	
emporiums	   -  	
empresses	   -  	
emprint	   -  	
empt	   -  	
emptiness	   3	
emption	   -  	
emu	   -  	
emulation	   4	
emulsion	   3	
emus	   -  	
enablement	   -  	
enabler	   -  	
enablers	   -  	
enactment	   3	
enactments	   -  	
enamel	   3	
enamelware	   -  	
encampment	   3	
encase	   -  	
encasement	   -  	
encases	   -  	
enchanter	   -  	
enchiladas	   -  	
enclave	   2	
enclaves	   2	
enclosure	   3	
enclosures	   3	
encores	   -  	
encourager	   -  	
encryption	   -  	
ende	   -  	
endeavours	   3	
enders	   -  	
endings	   2	
endives	   -  	
endnotes	   -  	
endomorph	   -  	
endorphin	   -  	
endoscope	   -  	
endoscopy	   -  	
endowment	   3	
endowments	   3	
endplate	   -  	
endpoint	   -  	
endurance	   3	
enduro	   -  	
enema	   3	
enemas	   3	
enemies	   3	
energies	   3	
energizers	   -  	
energumen	   -  	
energy	   3	
enfant	   -  	
enfants	   -  	
enfilade	   -  	
enfleurage	   -  	
enforcer	   -  	
enforcers	   -  	
engagement	   3	
engine	   2	
engineers	   3	
engines	   2	
englishman	   -  	
englishmen	   -  	
engram	   -  	
engrams	   -  	
engraver	   3	
engravers	   -  	
engravings	   3	
enhancer	   -  	
enhancers	   -  	
enigma	   3	
enigmas	   3	
enjoyment	   3	
enjoyments	   3	
enlarger	   -  	
enmity	   3	
ennui	   2	
enormity	   4	
enplane	   -  	
enquiries	   -  	
enquiry	   -  	
enrichment	   3	
enrollees	   -  	
enrolls	   -  	
enrolment	   3	
ensemble	   3	
ensembles	   -  	
enslavers	   -  	
entendre	   -  	
entendres	   -  	
entente	   2	
enteritis	   -  	
enthusiasm	   5	
enthusiast	   4	
enticement	   -  	
entirety	   5	
entities	   3	
entity	   3	
entombment	   -  	
entomology	   5	
entourage	   3	
entr	   -  	
entrails	   2	
entrances	   3	
entrant	   -  	
entrants	   2	
entrapment	   3	
entreaties	   3	
entreaty	   -  	
entree	   2	
entrees	   -  	
entrer	   -  	
entries	   2	
entry	   2	
entryway	   -  	
entryways	   -  	
envelope	   3	
envelopes	   3	
environs	   4	
envoys	   -  	
enzyme	   2	
enzymes	   2	
eohippus	   -  	
eon	   -  	
eosin	   -  	
eosinophil	   -  	
eparch	   -  	
epaulet	   -  	
epaulets	   3	
epaulettes	   -  	
ephedra	   -  	
ephemera	   -  	
ephesians	   -  	
epicardium	   -  	
epicentre	   -  	
epicondyle	   -  	
epics	   -  	
epicure	   -  	
epicureans	   -  	
epidemics	   4	
epididymis	   -  	
epidurals	   -  	
epiglottis	   -  	
epigrams	   -  	
epilepsy	   4	
epileptics	   -  	
epilogue	   3	
epiphyte	   -  	
epiphytes	   -  	
episiotomy	   -  	
episode	   3	
episodes	   3	
epistle	   3	
epistles	   -  	
epitaph	   3	
epitaphs	   3	
epithelium	   -  	
epithets	   3	
epitome	   4	
epoch	   2	
epoxide	   -  	
epsilons	   -  	
epulis	   -  	
equaliser	   -  	
equalizer	   -  	
equanimity	   5	
equation	   3	
equations	   3	
equator	   3	
equerry	   -  	
equipment	   3	
equipments	   -  	
equitation	   -  	
equities	   3	
equity	   3	
eradicator	   -  	
eras	   2	
eraser	   -  	
erasers	   -  	
erasure	   -  	
erasures	   -  	
erbium	   -  	
erection	   3	
erections	   3	
erector	   -  	
erg	   -  	
ergo	   2	
ergot	   -  	
ergotism	   -  	
ermines	   -  	
erosion	   3	
erosions	   -  	
eroticism	   5	
erotomania	   -  	
errantry	   -  	
erratum	   -  	
error	   2	
errors	   2	
erudition	   4	
eruption	   3	
eruptions	   3	
erythema	   -  	
esc	   -  	
escalation	   4	
escalator	   4	
escalators	   4	
escalopes	   -  	
escapee	   3	
escapees	   3	
escaper	   -  	
escapism	   4	
escapist	   3	
escapology	   -  	
escarole	   -  	
escarpment	   3	
eschar	   -  	
escorts	   2	
escudos	   -  	
escuela	   -  	
escutcheon	   -  	
ese	   -  	
eses	   -  	
eskimos	   -  	
esophagi	   -  	
esophagus	   -  	
esp	   -  	
espagnole	   -  	
espionage	   3	
espressivo	   -  	
espresso	   3	
espressos	   -  	
espundia	   -  	
espy	   -  	
esq	   -  	
esquire	   -  	
ess	   -  	
essay	   2	
essays	   2	
essence	   2	
essences	   3	
essentials	   3	
estate	   2	
estates	   2	
esteem	   2	
esteems	   -  	
estimation	   4	
estoppel	   -  	
estrin	   -  	
estrogens	   -  	
estuary	   3	
eta	   -  	
etas	   -  	
etcher	   -  	
etching	   2	
etchings	   2	
eterne	   -  	
eternities	   -  	
eternity	   4	
ethanol	   -  	
ether	   2	
ethers	   -  	
ethic	   2	
ethics	   2	
ethiop	   -  	
ethiopians	   -  	
ethnicity	   -  	
ethos	   2	
ethylene	   -  	
etiology	   -  	
etiquette	   3	
etruria	   -  	
etymology	   -  	
eucalypti	   -  	
eucharist	   -  	
eudaemon	   -  	
eugenics	   -  	
eugenism	   -  	
eulogies	   3	
eulogy	   3	
eunuchs	   -  	
euphemism	   4	
euphemisms	   4	
euphony	   -  	
euphoria	   3	
eurodollar	   -  	
europeans	   -  	
euthanasia	   4	
evacuation	   5	
evacuees	   -  	
evader	   -  	
eval	   -  	
evaluation	   5	
evaluator	   -  	
evaluators	   -  	
evangelion	   -  	
evangelism	   5	
evangelist	   4	
evaporator	   -  	
evasion	   3	
evasions	   3	
evenings	   2	
event	   2	
eventide	   -  	
events	   2	
evergreens	   3	
everymen	   -  	
everyway	   -  	
everywoman	   -  	
eviction	   3	
evictions	   -  	
evidence	   3	
evildoer	   -  	
evildoers	   -  	
eviler	   -  	
evilness	   -  	
evite	   -  	
evocation	   4	
evolution	   4	
evolutions	   -  	
evolvement	   -  	
ewe	   1	
ewes	   1	
exacta	   -  	
exaction	   -  	
exactions	   -  	
exactitude	   4	
exactness	   3	
exaltation	   4	
exam	   2	
examen	   -  	
examiners	   4	
examples	   3	
exams	   2	
excavation	   4	
excavator	   -  	
excavators	   4	
excelente	   -  	
exception	   3	
exceptions	   3	
excerpts	   2	
excesses	   3	
exchanger	   -  	
exchanges	   3	
exchequer	   3	
excise	   2	
excision	   -  	
excitation	   -  	
exciter	   -  	
excluders	   -  	
exclusion	   3	
exclusions	   -  	
excrement	   3	
excrements	   -  	
excreta	   3	
excretion	   -  	
excretions	   -  	
excruciate	   -  	
excursion	   3	
excursions	   3	
excursus	   -  	
excuser	   -  	
excuses	   3	
exeat	   -  	
execs	   -  	
execution	   4	
executions	   4	
executives	   4	
executor	   4	
executors	   4	
executrix	   -  	
exemplars	   -  	
exemption	   3	
exemptions	   3	
exerciser	   -  	
exertion	   3	
exertions	   3	
exhalation	   4	
exhaustion	   3	
exhibition	   4	
exhibitor	   -  	
exhibitors	   4	
exhumation	   -  	
exigencies	   4	
exiles	   2	
existence	   3	
existences	   -  	
exobiology	   -  	
exodus	   3	
exorcism	   4	
exorcisms	   -  	
exorcists	   -  	
exotica	   -  	
exotics	   -  	
expander	   -  	
expanse	   2	
expansion	   3	
expansions	   -  	
expatriate	   4	
expats	   -  	
expectancy	   4	
expediter	   -  	
expedition	   4	
expense	   2	
expenses	   3	
expertise	   3	
experts	   2	
expiation	   4	
expiry	   4	
explainer	   -  	
expletives	   -  	
exploder	   -  	
exploders	   -  	
exploiter	   3	
exploiters	   3	
exploits	   2	
explorer	   3	
explorers	   3	
explosion	   3	
explosions	   3	
explosives	   3	
exponent	   3	
exponents	   3	
exporter	   3	
exposition	   4	
exposure	   3	
exposures	   3	
expression	   3	
expresso	   -  	
expressway	   3	
expulsion	   3	
ext	   -  	
extbook	   -  	
extenders	   -  	
extension	   3	
extensions	   3	
extensor	   -  	
extensors	   -  	
extent	   2	
exteriors	   3	
extinction	   3	
extorsion	   -  	
extortion	   3	
extortions	   -  	
extractor	   -  	
extras	   2	
extremes	   2	
extremism	   4	
extremists	   3	
extremity	   4	
extrovert	   3	
extroverts	   -  	
extrusion	   -  	
extubation	   -  	
exuberance	   4	
exudate	   -  	
exultation	   4	
eyeballs	   2	
eyebath	   -  	
eyebrow	   2	
eyedrop	   -  	
eyedropper	   -  	
eyeful	   2	
eyeglass	   2	
eyeglasses	   3	
eyeholes	   -  	
eyelashes	   3	
eyelets	   -  	
eyelid	   2	
eyelids	   2	
eyeliner	   -  	
eyepiece	   2	
eyepieces	   -  	
eyeshades	   -  	
eyeshot	   -  	
eyesight	   2	
eyesores	   -  	
eyestrain	   2	
eyeteeth	   -  	
eyetooth	   -  	
eyewear	   -  	
eyewitness	   3	
fable	   2	
fables	   2	
fabric	   2	
fabrics	   2	
fac	   -  	
facade	   2	
facades	   2	
facedown	   -  	
facelift	   -  	
facelifts	   -  	
facer	   -  	
facet	   2	
facetiae	   -  	
facets	   2	
facials	   -  	
facias	   -  	
facilities	   4	
facility	   4	
facsimile	   4	
facsimiles	   4	
faction	   2	
factions	   2	
factoid	   -  	
factoids	   -  	
factories	   3	
factory	   3	
factotum	   -  	
facts	   1	
faculties	   3	
faculty	   3	
fad	   1	
fader	   -  	
faders	   -  	
fado	   -  	
fads	   1	
faeces	   2	
faenas	   -  	
faffle	   -  	
faggots	   2	
fags	   1	
failings	   2	
faille	   -  	
failure	   2	
failures	   2	
faintheart	   -  	
faintness	   2	
faire	   -  	
fairground	   2	
fairies	   2	
fairlead	   -  	
fairness	   2	
fairways	   2	
fairyland	   3	
faiths	   1	
faits	   -  	
fajitas	   -  	
faker	   2	
fakers	   -  	
fakery	   -  	
fakir	   -  	
fakirs	   -  	
falconry	   -  	
falcons	   2	
fallacies	   3	
fallacy	   3	
fallback	   -  	
faller	   -  	
falsehood	   2	
falsehoods	   2	
falsies	   -  	
falsity	   3	
falx	   -  	
fames	   -  	
familiars	   3	
family	   3	
famine	   2	
famines	   2	
fana	   -  	
fanaticism	   5	
fanatics	   3	
fanciness	   -  	
fandango	   -  	
fandangos	   -  	
fandom	   -  	
fanfare	   2	
fanfares	   2	
fangs	   1	
fantails	   -  	
fantasie	   -  	
fantasies	   3	
fanzine	   -  	
faq	   -  	
faqir	   -  	
farandole	   -  	
farce	   1	
farces	   -  	
farceur	   -  	
farceurs	   -  	
fardels	   -  	
farewells	   2	
farmers	   2	
farmhands	   -  	
farmhouse	   2	
farmhouses	   3	
farmland	   2	
farmlands	   -  	
farmstead	   -  	
farmyard	   2	
farmyards	   -  	
farrier	   -  	
farriers	   -  	
farthings	   -  	
fascia	   2	
fasciation	   -  	
fasciculus	   -  	
fasciotomy	   -  	
fascism	   3	
fascists	   2	
fash	   -  	
fashions	   2	
fastballs	   -  	
fastener	   -  	
fasteners	   -  	
fastenings	   2	
fasthold	   -  	
fatale	   -  	
fatales	   -  	
fatalism	   4	
fatalist	   -  	
fatalities	   -  	
fatals	   -  	
fatback	   -  	
fates	   1	
fatheads	   -  	
fatherhood	   3	
fatherland	   3	
fathoms	   2	
fatigues	   2	
fatling	   -  	
fatness	   2	
fats	   1	
fatties	   -  	
fatwas	   -  	
faulting	   -  	
fauna	   2	
fauvism	   -  	
fave	   -  	
favelas	   -  	
faves	   -  	
favorites	   -  	
favoritism	   -  	
favourites	   3	
fealty	   -  	
feasts	   1	
feat	   1	
featherbed	   -  	
feathers	   2	
feats	   1	
featurette	   -  	
fecundity	   4	
fedayeen	   -  	
federals	   -  	
federation	   4	
fedora	   -  	
fedoras	   -  	
fee	   1	
feeb	   -  	
feebling	   -  	
feedback	   2	
feeder	   2	
feeders	   2	
feedings	   -  	
feedlots	   -  	
feeing	   -  	
feeler	   -  	
feelers	   2	
feelings	   2	
fees	   1	
feh	   -  	
feist	   -  	
feldspar	   -  	
fele	   -  	
felines	   -  	
felis	   -  	
fella	   -  	
fellah	   -  	
fellahs	   -  	
fellas	   -  	
fellating	   -  	
fellatio	   -  	
fellatrix	   -  	
fellers	   -  	
fellowship	   3	
felonies	   -  	
felts	   -  	
femaleness	   -  	
females	   2	
feminism	   4	
feminists	   3	
femmes	   -  	
femur	   2	
femurs	   -  	
fen	   1	
fencer	   -  	
fences	   2	
fent	   -  	
feria	   -  	
fermium	   -  	
