ITEM   	  CELEX  	 BF_TK 	 BF_TP 	 LEN_L 	   N   	
sleeve	   9.44	 251.98	  27.60	   6	   0	
sleight	   0.89	 511.69	  22.67	   7	   0	
sloop	   0.34	 633.47	  34.75	   5	   3	
sloppiness	   0.50	  95.88	  43.33	  10	   0	
sloth	   2.01	 965.31	  40.00	   5	   3	
sluice	   0.67	 531.88	  30.60	   6	   0	
slut	   1.23	 191.91	  16.33	   4	   8	
smattering	   1.01	 545.80	 152.78	  10	   3	
smit	   0.00	 123.67	   9.00	   4	   7	
smock	   1.51	 622.80	  19.25	   5	   3	
snapdragon	   0.00	 317.38	  36.44	  10	   0	
snee	   0.00	 345.82	   6.00	   4	   1	
snobbery	   2.57	 340.00	  51.00	   8	   0	
sobriquet	   0.00	 227.09	  18.50	   9	   0	
sodium	   3.07	 356.92	  25.80	   6	   1	
softener	   0.34	 805.40	  75.00	   8	   1	
sojourner	   0.00	 395.45	  43.00	   9	   0	
soloist	   0.95	 533.26	  50.50	   7	   0	
solution	  53.52	 973.08	  86.29	   8	   0	
solvency	   0.61	 535.89	  46.57	   8	   0	
soot	   1.90	2639.93	  33.00	   4	  16	
soothsayer	   0.00	  63.48	  21.89	  10	   0	
sorcery	   2.35	1102.39	 100.83	   7	   0	
sot	   0.00	3331.76	   9.00	   3	  21	
souk	   0.00	1761.73	  15.67	   4	   5	
soup	  20.22	1770.72	  16.33	   4	   4	
sousaphone	   0.00	 118.72	  24.67	  10	   0	
southerner	   0.56	 131.88	  43.33	  10	   0	
souvenir	   2.57	 369.65	  38.86	   8	   0	
sox	   0.00	 138.40	   6.00	   3	  14	
spa	   1.73	   5.92	   1.50	   3	   2	
spaghetti	   4.58	  92.40	  21.88	   9	   0	
spam	   0.00	  86.08	  11.00	   4	   7	
spate	   3.24	 971.93	  34.25	   5	   9	
specialty	   1.06	 234.32	  36.38	   9	   1	
specimen	   6.09	 308.95	  38.86	   8	   0	
spectacle	   8.38	 209.02	  37.38	   9	   0	
spectator	   6.09	 225.49	  50.25	   9	   0	
speech	  75.75	 467.40	  36.80	   6	   0	
sperm	   4.80	1674.84	  26.00	   5	   0	
sphere	  13.97	 898.28	  50.40	   6	   0	
sphinx	   0.84	1075.36	  63.60	   6	   0	
spiel	   0.56	 598.53	  34.50	   5	   3	
spillover	   0.00	 171.82	  33.63	   9	   0	
spine	  11.40	1752.29	  43.75	   5	   9	
spire	   5.31	1571.59	  32.75	   5	   7	
spleen	   1.34	 578.79	  40.20	   6	   0	
spore	   0.34	1684.99	  32.75	   5	   9	
spouse	   2.79	1063.16	  37.00	   6	   0	
sprite	   0.34	 529.46	  50.80	   6	   0	
spurge	   0.00	 530.91	  29.00	   6	   0	
squad	   9.33	 140.10	   7.00	   5	   3	
stabler	   0.56	1236.82	 137.33	   7	   1	
staccato	   1.68	 396.53	  48.29	   8	   0	
stadium	   3.80	 609.21	  55.50	   7	   0	
stagnation	   2.23	 936.58	 131.11	  10	   0	
stance	  13.46	1008.18	  55.00	   6	   1	
staph	   0.00	1163.42	  30.75	   5	   1	
stapler	   0.00	1255.05	 137.50	   7	   3	
stargazer	   0.00	 216.48	  44.50	   9	   0	
starvation	   7.26	 945.08	 132.22	  10	   0	
statism	   0.00	 838.54	  87.00	   7	   0	
statistic	   1.84	 327.05	  58.00	   9	   0	
statuette	   0.00	 254.22	  45.63	   9	   0	
stead	   2.96	1525.86	  37.25	   5	   4	
steadiness	   0.73	 116.76	  51.22	  10	   0	
stealth	   1.45	 564.77	  47.50	   7	   0	
stench	   4.25	 676.61	  46.80	   6	   0	
stepfather	   1.06	 193.31	  46.67	  10	   0	
stepmother	   1.23	  90.38	  26.44	  10	   0	
stereo	   2.57	 608.42	  49.00	   6	   0	
stevedore	   0.00	 255.08	  37.50	   9	   0	
stiffener	   0.00	 298.91	  54.13	   9	   1	
stiletto	   0.34	 381.28	  38.71	   8	   0	
stilt	   0.00	1832.25	  35.75	   5	   4	
stimulus	  10.50	 298.95	  38.86	   8	   0	
stinginess	   0.34	 119.16	  49.89	  10	   0	
stool	   8.88	1234.19	  34.00	   5	   3	
stopover	   0.61	 785.37	  66.71	   8	   0	
storminess	   0.00	 118.05	  49.56	  10	   0	
storyboard	   0.00	  89.35	  18.00	  10	   0	
storybook	   0.34	 142.01	  25.38	   9	   0	
storyline	   0.00	 669.10	 134.88	   9	   0	
stoup	   0.00	1867.80	  30.50	   5	   4	
strait	   1.79	 741.81	  48.20	   6	   1	
stratagem	   1.12	 232.22	  42.88	   9	   0	
strategist	   0.61	 134.06	  38.78	  10	   0	
strategy	  38.83	 500.79	  57.00	   8	   0	
streng	   0.00	1846.30	  87.40	   6	   3	
strength	  91.56	 534.98	  53.86	   8	   0	
strife	   6.20	 781.46	  48.00	   6	   4	
stringency	   0.34	 302.00	  46.22	  10	   0	
strontium	   0.00	 528.40	  75.38	   9	   0	
stull	   0.00	2660.64	  31.25	   5	   3	
sty	   0.00	   0.00	   0.00	   3	   6	
subchapter	   0.00	 204.58	  51.11	  10	   0	
subcompact	   0.00	 111.20	  20.56	  10	   0	
subculture	   0.84	 157.01	  25.89	  10	   0	
submersion	   0.00	 860.94	  92.00	  10	   1	
submission	   5.70	 853.30	  88.67	  10	   0	
subscriber	   0.84	 174.91	  35.78	  10	   1	
subsection	   0.00	1000.39	 128.22	  10	   1	
subsidy	   8.44	 566.59	  36.83	   7	   1	
substation	   0.00	1034.90	 141.33	  10	   0	
subsurface	   0.00	 210.31	  27.56	  10	   0	
subsystem	   0.00	 364.95	  51.25	   9	   0	
subtlety	   3.46	 373.63	  49.00	   8	   0	
subversion	   2.74	 890.02	  94.67	  10	   0	
succession	  14.58	 917.30	  92.00	  10	   0	
successor	   7.54	 310.76	  41.38	   9	   0	
suddenness	   1.68	 169.74	  51.33	  10	   0	
suede	   3.24	 237.59	  16.75	   5	   1	
sufferer	   1.56	 889.28	  88.57	   8	   1	
suffragist	   0.00	 190.11	  35.22	  10	   0	
suggestion	  31.56	 990.39	 119.89	  10	   0	
suicide	  24.58	 535.38	  36.33	   7	   0	
sultanate	   0.00	 324.67	  58.25	   9	   0	
summary	   8.60	 622.13	  52.67	   7	   1	
summation	   0.45	1049.41	 114.38	   9	   0	
summertime	   1.17	 489.02	  77.11	  10	   0	
sump	   0.00	 565.72	  15.33	   4	   8	
superstar	   0.50	 316.11	  49.38	   9	   0	
superstore	   0.00	 469.92	  54.11	  10	   0	
supplier	   2.74	 739.74	  93.71	   8	   2	
supporter	   4.58	 474.93	  72.38	   9	   1	
suppressor	   0.00	 185.59	  32.67	  10	   0	
surety	   0.39	 827.73	  53.60	   6	   1	
surgery	  11.73	1062.07	 104.50	   7	   0	
surrogate	   2.12	 294.11	  58.75	   9	   0	
surveyor	   1.45	 274.00	  34.00	   8	   1	
survival	  36.98	 584.59	  46.14	   8	   0	
survivor	   3.52	 350.93	  33.86	   8	   0	
suspender	   0.39	 355.90	  61.13	   9	   1	
suspension	   6.59	 771.80	  91.22	  10	   0	
sustenance	   1.68	 433.40	  64.89	  10	   0	
svelte	   0.00	 203.36	  16.00	   6	   0	
swastika	   1.23	 481.84	  60.14	   8	   0	
swath	   0.00	 721.26	  28.50	   5	   0	
swede	   0.84	 263.56	  20.50	   5	   1	
sweetener	   0.50	 400.50	  52.00	   9	   1	
swindler	   0.56	 558.49	  72.71	   8	   1	
sword	  13.24	 417.54	  20.00	   5	   3	
syllable	   2.40	 465.31	  45.86	   8	   0	
syllabus	   7.15	 223.79	  32.14	   8	   0	
sym	   0.00	   2.04	   0.50	   3	   2	
symmetry	   5.20	 219.26	  31.00	   8	   0	
sympathy	  32.12	 205.68	  25.86	   8	   0	
synagogue	   3.41	  41.94	  10.38	   9	   0	
synch	   0.00	1306.57	  23.25	   5	   1	
syndicate	   1.90	 265.03	  49.38	   9	   0	
synergy	   0.00	 362.89	  25.00	   7	   0	
synonym	   1.01	  65.77	   8.50	   7	   0	
synopsis	   0.73	  81.21	  14.14	   8	   0	
synthesis	   3.97	 118.62	  22.00	   9	   0	
syphilis	   1.01	  77.53	  13.14	   8	   0	
tablecloth	   2.96	 113.24	  18.67	  10	   0	
tablespoon	   2.51	 378.09	  43.44	  10	   0	
tabletop	   0.00	  87.67	  24.29	   8	   0	
tableware	   0.00	 197.97	  25.75	   9	   0	
tact	   4.25	1677.54	  17.00	   4	   5	
tactician	   0.39	 245.68	  42.63	   9	   0	
tad	   0.00	3385.53	   9.00	   3	  20	
taffeta	   0.84	 199.95	  30.17	   7	   0	
takeover	   6.31	 506.13	  40.86	   8	   0	
tale	  17.49	1375.40	  29.67	   4	  16	
talisman	   1.51	 285.29	  42.00	   8	   0	
tamarin	   0.00	 309.24	  30.67	   7	   0	
tamarisk	   0.00	 348.43	  55.29	   8	   0	
tantalum	   0.00	 286.49	  39.71	   8	   0	
tantalus	   0.00	 333.44	  45.29	   8	   0	
tapestry	   2.23	 384.10	  43.86	   8	   0	
tardiness	   0.00	 295.07	  85.00	   9	   1	
task	  66.93	1315.63	  23.00	   4	   7	
taverna	   0.00	 408.69	  35.00	   7	   1	
taxation	  19.50	 892.53	  80.86	   8	   0	
taxpayer	   4.86	 373.58	  33.29	   8	   0	
teak	   1.12	1726.35	  28.33	   4	   9	
teal	   0.39	1916.41	  32.67	   4	  15	
teat	   4.58	6884.80	  33.33	   4	  16	
tech	   3.91	1304.23	  12.33	   4	   1	
technocrat	   0.00	 130.94	  13.89	  10	   0	
tectonics	   0.00	 341.23	  48.75	   9	   0	
tedium	   1.23	 158.18	  24.60	   6	   1	
teenager	   5.87	 491.37	  55.71	   8	   0	
tejano	   0.00	 120.74	  15.20	   6	   0	
telegram	   7.32	 212.38	  27.00	   8	   0	
telepath	   0.00	 280.49	  37.57	   8	   0	
tempera	   0.00	 661.92	  81.00	   7	   1	
temptation	  12.51	1044.45	 134.44	  10	   0	
tenancy	   3.91	 548.94	  43.17	   7	   0	
tench	   1.40	1593.54	  39.00	   5	   3	
tendency	  38.38	 645.43	  55.57	   8	   0	
tenderloin	   0.00	 211.44	  32.11	  10	   0	
tenderness	   8.60	 251.35	  57.89	  10	   0	
tenement	   1.34	 544.60	  54.86	   8	   0	
tentacle	   0.00	 391.94	  46.00	   8	   0	
tequila	   0.00	 193.92	  23.83	   7	   0	
terabyte	   0.00	 328.25	  45.14	   8	   0	
tern	   1.06	2524.42	  18.33	   4	   6	
terrier	   1.12	1495.08	 128.00	   7	   0	
testament	  10.78	 761.54	  72.13	   9	   0	
testicle	   0.50	 539.83	  63.29	   8	   0	
tetanus	   2.18	 564.40	  40.00	   7	   0	
tew	   0.00	 996.19	   5.50	   3	  12	
text	  28.32	 614.04	   7.67	   4	   4	
thalamus	   0.00	 263.70	  34.86	   8	   0	
thallium	   0.00	 319.68	  60.57	   8	   0	
thane	   0.00	3528.96	  34.50	   5	   2	
theft	   7.60	5166.40	  18.00	   5	   0	
therapy	  11.84	 657.91	  32.33	   7	   0	
therm	   0.73	6426.83	  22.75	   5	   1	
thermostat	   1.40	 191.79	  17.67	  10	   0	
thesaurus	   0.00	 208.91	  28.13	   9	   0	
thickener	   0.00	 291.83	  54.38	   9	   1	
thief	   6.70	4869.56	  26.00	   5	   1	
thievery	   0.34	 478.38	  58.00	   8	   0	
thigh	  12.68	4717.87	  21.50	   5	   0	
thiokol	   0.00	 398.61	  17.17	   7	   0	
thorium	   0.00	 708.54	  41.50	   7	   0	
threat	  61.40	 850.60	  33.80	   6	   2	
thrift	   1.40	 694.09	  35.40	   6	   1	
throat	  43.02	 652.01	  27.40	   6	   1	
thrombosis	   0.45	 119.93	  14.00	  10	   0	
throne	   9.78	 877.69	  38.60	   6	   1	
throng	   3.35	1601.74	  69.40	   6	   1	
throwaway	   0.73	  80.01	  16.25	   9	   0	
thug	   1.17	9435.63	   9.33	   4	   3	
thuggery	   0.00	 363.19	  58.43	   8	   0	
thyme	   3.02	2911.40	  11.75	   5	   2	
tiara	   0.56	 857.02	  25.50	   5	   0	
tibia	   0.00	 190.65	  10.75	   5	   0	
tide	  24.47	1482.94	  18.00	   4	  12	
tier	   2.74	1519.23	  16.67	   4	   4	
tierce	   0.00	 440.28	  26.20	   6	   2	
tights	   3.52	 549.42	  48.60	   6	   6	
timetable	   6.26	 500.02	  44.38	   9	   0	
tinderbox	   0.00	 267.05	  40.50	   9	   0	
ting	   3.18	1979.53	  32.67	   4	  12	
tinkerer	   0.00	 813.86	  88.29	   8	   1	
tinkler	   0.00	1027.11	 123.50	   7	   1	
tiredness	   2.40	 239.28	  64.63	   9	   0	
tithe	   1.01	 218.39	  17.25	   5	   2	
toboggan	   0.00	 127.87	  16.14	   8	   0	
togs	   0.39	 597.08	  24.67	   4	  19	
toiletry	   0.00	 390.60	  34.43	   8	   0	
tol	   0.00	 708.32	   6.50	   3	  13	
tole	   0.00	1259.20	  32.00	   4	  16	
tolerance	   9.78	 566.64	  77.38	   9	   0	
tomb	  13.85	1629.68	  17.00	   4	   5	
ton	   7.32	 867.42	   8.50	   3	  18	
tongs	   1.62	 463.51	  31.75	   5	   4	
tonne	   1.73	 551.63	  28.00	   5	   0	
tooth	  13.02	 912.81	  37.00	   5	   1	
tormentor	   0.67	 236.23	  54.75	   9	   0	
torque	   2.07	 364.88	  30.60	   6	   0	
torte	   0.00	1559.56	  37.75	   5	   1	
tortilla	   0.00	 350.50	  45.43	   8	   0	
torturer	   0.00	 937.82	  94.14	   8	   2	
tourism	   5.03	 592.73	  62.50	   7	   1	
tournament	   6.15	 493.90	  44.67	  10	   0	
tournedos	   0.00	 106.67	  18.50	   9	   0	
tourniquet	   0.61	  75.94	  16.44	  10	   0	
tradition	  56.37	1018.85	 112.88	   9	   0	
trafficker	   0.00	  91.45	  30.33	  10	   1	
trait	   3.07	1019.19	  43.50	   5	   3	
tram	   4.19	 185.98	  19.00	   4	   9	
trance	   5.14	 739.81	  57.80	   6	   1	
transducer	   0.00	 128.79	  35.11	  10	   0	
transience	   1.84	 423.74	  55.11	  10	   0	
transition	  13.91	 917.76	 126.89	  10	   0	
translator	   2.35	 148.16	  49.78	  10	   0	
traveller	   5.53	 254.05	  57.88	   9	   1	
travelogue	   0.39	 105.65	  23.67	  10	   0	
treachery	   3.58	 403.55	  63.13	   9	   0	
treasurer	   4.53	 323.82	  59.88	   9	   2	
triangle	   9.72	 396.79	  52.57	   8	   0	
tribe	  23.24	 749.42	  31.00	   5	   4	
triborough	   0.00	 106.95	  21.00	  10	   0	
tribunal	   5.20	 516.41	  49.14	   8	   0	
trickery	   0.73	 428.51	  83.29	   8	   0	
tricycle	   0.61	 284.22	  43.86	   8	   0	
trifecta	   0.00	 206.53	  34.43	   8	   0	
trimester	   0.00	 507.25	  83.38	   9	   0	
tripe	   0.95	 743.93	  35.50	   5	   4	
tritium	   0.00	 823.96	  76.17	   7	   0	
trivia	   2.46	 372.24	  35.20	   6	   0	
trois	   0.00	 806.55	  31.50	   5	   1	
troop	   4.47	 948.45	  37.50	   5	   1	
tropopause	   0.00	 141.34	  27.44	  10	   0	
troth	   0.00	1280.29	  42.75	   5	   5	
trough	   3.30	1527.79	  36.00	   6	   1	
trow	   0.00	2206.87	  14.00	   4	   7	
truancy	   1.12	 382.72	  40.33	   7	   0	
truce	   3.35	1034.89	  29.25	   5	   3	
truism	   1.01	 236.15	  34.60	   6	   0	
truth	 127.32	1017.89	  30.75	   5	   0	
tsar	   1.12	 487.69	   8.33	   4	   1	
tube	  15.03	 117.91	   8.67	   4	   3	
tuft	   1.56	 340.35	  10.67	   4	   0	
tuition	   4.75	 898.12	  68.17	   7	   0	
turbojet	   0.00	  77.87	  16.14	   8	   0	
turboprop	   0.00	  63.91	  12.38	   9	   0	
turbulence	   1.96	 339.62	  38.67	  10	   0	
turnaround	   0.00	 101.34	  17.67	  10	   0	
turnover	   6.98	 582.82	  49.14	   8	   0	
turntable	   0.78	 301.06	  47.63	   9	   0	
turpentine	   1.17	 575.00	 130.00	  10	   0	
turpitude	   0.34	 223.27	  31.50	   9	   0	
tutelage	   0.61	 294.91	  44.86	   8	   0	
twas	   0.00	 258.22	   6.67	   4	   2	
twill	   0.95	1183.14	  24.50	   5	   3	
twine	   1.84	1555.54	  32.75	   5	   4	
twinge	   2.79	 647.89	  30.20	   6	   0	
typewriter	   8.77	 211.09	  48.00	  10	   0	
tyranny	   6.65	 190.67	  22.33	   7	   0	
ugliness	   3.58	 586.63	  82.14	   8	   0	
ultima	   0.00	 208.51	  15.40	   6	   0	
umbrella	  11.34	 117.06	  14.71	   8	   0	
umpire	   1.40	 572.89	  22.80	   6	   1	
unbutton	   0.56	 293.71	  39.71	   8	   0	
uncomplete	   0.00	 202.25	  39.00	  10	   1	
underbrush	   1.23	 415.05	  47.22	  10	   0	
underclass	   0.00	 442.37	  56.78	  10	   0	
undercoat	   0.00	 223.22	  53.63	   9	   0	
undergrad	   0.00	 224.54	  52.50	   9	   0	
underling	   0.00	1212.00	 241.25	   9	   1	
underpass	   0.39	 266.69	  68.25	   9	   0	
underseas	   0.00	 245.63	  54.75	   9	   0	
underside	   4.41	 329.22	  70.88	   9	   0	
undertone	   1.34	 423.66	  79.38	   9	   1	
undertow	   0.84	 325.52	  53.29	   8	   0	
underworld	   7.21	 424.61	  47.11	  10	   0	
undulate	   0.00	 300.50	  56.71	   8	   0	
unemploy	   0.00	  86.24	  24.86	   8	   0	
unfairness	   1.56	 169.52	  49.56	  10	   0	
unionist	   2.91	 300.16	  62.57	   8	   0	
uniqueness	   1.79	 233.91	  57.11	  10	   0	
unshaken	   0.00	 257.62	  34.57	   8	   1	
upbringing	   5.08	 465.94	 125.67	  10	   0	
upheaval	   4.19	 361.82	  30.86	   8	   0	
uprising	   4.13	1714.91	 267.71	   8	   0	
ups	   2.01	   2.40	   1.50	   3	   1	
urbanite	   0.00	 398.63	  56.86	   8	   1	
urbanites	   0.00	 586.59	  89.38	   9	   0	
urethane	   0.00	 411.01	  50.14	   8	   0	
urethra	   0.73	 590.23	  28.67	   7	   0	
urgency	   8.94	 314.31	  21.83	   7	   0	
usefulness	   6.31	  77.55	  33.33	  10	   0	
usury	   0.84	 538.74	  16.75	   5	   1	
utensil	   0.00	 108.96	  12.67	   7	   0	
utero	   0.00	1351.47	  11.25	   5	   0	
uterus	   2.12	 137.46	  16.40	   6	   0	
utterance	   1.51	 586.18	  72.75	   9	   0	
vacancy	   3.58	 540.22	  31.50	   7	   0	
vagary	   0.00	 242.82	  32.80	   6	   0	
vagina	   5.59	 979.43	  61.80	   6	   0	
vagrancy	   0.00	 283.00	  32.29	   8	   0	
valve	   4.86	 450.70	  23.25	   5	   3	
vane	   1.01	1516.76	  29.00	   4	  11	
vang	   0.00	1408.98	  27.67	   4	  11	
vanilla	   1.84	 306.19	  37.83	   7	   0	
vanity	   6.93	 556.45	  53.60	   6	   1	
vaporware	   0.00	 324.98	  31.13	   9	   0	
variance	   1.45	 515.78	  62.14	   8	   0	
variant	   4.19	 821.38	  69.67	   7	   1	
vat	   5.14	 328.57	   8.00	   3	  15	
vegetable	  22.85	 384.82	  45.13	   9	   0	
vehicle	  21.40	 302.55	  33.83	   7	   0	
vein	   5.20	 813.81	  13.00	   4	   3	
vendetta	   1.96	 258.43	  37.71	   8	   0	
venison	   1.51	 472.16	  43.00	   7	   0	
veranda	   2.79	 532.37	  40.33	   7	   0	
verb	   2.35	2635.20	  12.67	   4	   3	
verbiage	   0.50	 252.63	  32.71	   8	   0	
vermilion	   1.17	 721.26	  85.25	   9	   0	
vernier	   0.00	1477.56	 113.83	   7	   0	
vertebra	   0.78	 228.37	  35.29	   8	   0	
vertigo	   1.68	 871.63	  62.17	   7	   0	
vesicle	   0.00	 485.87	  48.33	   7	   1	
vest	   4.86	3128.29	  21.33	   4	  11	
vestibule	   1.73	 339.49	  51.00	   9	   0	
viaduct	   0.95	 370.06	  20.50	   7	   0	
viator	   0.00	 353.28	  28.80	   6	   1	
vibration	   3.13	 957.91	 107.63	   9	   0	
vibrato	   0.00	 252.20	  23.67	   7	   1	
vicuna	   0.00	 301.11	  17.80	   6	   0	
viewership	   0.00	 177.96	  24.78	  10	   0	
viewfinder	   0.39	  71.55	  29.00	  10	   0	
vigilance	   3.02	 332.54	  47.00	   9	   1	
villager	   1.68	 523.38	  66.43	   8	   1	
vindicates	   0.00	 441.39	 100.33	  10	   1	
vinegar	   8.66	 421.59	  28.83	   7	   0	
violence	  65.81	 571.30	  43.57	   8	   0	
violin	   4.36	 274.45	  19.80	   6	   0	
vip	   0.00	  50.87	   6.50	   3	  13	
visigoth	   0.00	 294.63	  28.29	   8	   0	
visitor	  22.79	 375.29	  34.50	   7	   0	
vitamin	  27.21	 421.26	  27.33	   7	   0	
vitriol	   0.00	 640.23	  44.17	   7	   0	
vividness	   0.89	 194.77	  60.75	   9	   0	
vocation	   2.63	 912.52	  83.86	   8	   2	
vogue	   3.41	 200.17	  11.75	   5	   2	
volante	   0.00	 401.65	  41.67	   7	   0	
volcano	   3.46	 235.71	  26.83	   7	   0	
volition	   1.06	1131.76	  95.86	   8	   0	
volleyball	   0.61	  79.70	  17.11	  10	   0	
volt	   0.45	 685.31	  20.33	   4	   4	
wacks	   0.00	 651.69	  48.00	   5	  10	
wad	   3.24	9519.41	   9.00	   3	  17	
waist	  20.45	1004.89	  35.50	   5	   2	
wallpaper	   4.58	 168.55	  38.75	   9	   0	
wand	   1.56	2300.30	  34.00	   4	   9	
wanderlust	   0.00	 168.16	  33.56	  10	   0	
wariness	   0.67	 632.56	 109.71	   8	   0	
warranty	   0.34	 491.34	  69.00	   8	   1	
warrior	   4.97	 864.80	  78.33	   7	   0	
washbasin	   1.23	  55.16	  16.13	   9	   0	
wasp	   2.40	1299.50	  24.33	   4	   6	
waterbeds	   0.00	 345.09	  51.63	   9	   0	
watercress	   1.28	 304.42	  53.89	  10	   0	
waterfall	   6.03	 356.05	  51.25	   9	   0	
waterfowl	   0.00	 344.36	  47.38	   9	   0	
watermark	   0.00	 396.76	  58.63	   9	   0	
watershed	   2.07	 914.50	 139.63	   9	   0	
waterway	   0.78	 462.12	  49.00	   8	   0	
waterworks	   0.45	 266.12	  36.22	  10	   0	
weaponry	   2.46	 381.91	  43.14	   8	   0	
weariness	   3.07	 329.59	  87.00	   9	   0	
web	   5.81	  42.49	   3.00	   3	   4	
week	 271.12	4068.24	  24.00	   4	   7	
wellbeing	   1.40	1040.45	 191.88	   9	   0	
wench	   0.00	1509.89	  35.00	   5	   3	
wende	   0.00	 463.04	  26.75	   5	   0	
westerner	   1.17	 526.45	  84.25	   9	   0	
whan	   0.00	8179.70	  14.00	   4	   6	
whim	   3.63	3534.99	  11.00	   4	   5	
whisperer	   0.00	 219.15	  53.13	   9	   1	
wholesaler	   1.06	 214.07	  37.78	  10	   0	
whorl	   0.00	2338.92	  22.75	   5	   2	
wickedness	   4.58	  86.05	  35.44	  10	   0	
widower	   3.41	 827.40	  66.33	   7	   1	
width	   7.26	 547.30	  22.25	   5	   0	
windowpane	   0.00	  97.51	  19.00	  10	   0	
wine	  73.35	4718.18	  35.00	   4	  21	
wintertime	   0.00	 449.94	  76.00	  10	   0	
wist	   0.00	5718.17	  26.00	   4	  10	
wit	  12.63	 338.32	   6.50	   3	  12	
withdrawal	  14.41	 175.73	  24.11	  10	   0	
wiz	   0.00	  41.09	   2.00	   3	   4	
wizardry	   0.50	 179.95	  24.86	   8	   0	
woe	   2.68	  55.70	   6.00	   3	  11	
wok	   0.00	  39.13	   3.00	   3	   6	
wold	   0.00	1344.98	  21.67	   4	  12	
womanhood	   2.23	 381.06	  30.25	   9	   0	
wonderment	   0.56	 692.49	  69.11	  10	   0	
woodcarver	   0.00	 107.67	  20.89	  10	   0	
wool	  21.45	2022.20	  25.33	   4	   6	
workaday	   0.95	 144.57	  30.00	   8	   0	
worrier	   0.00	1481.25	 126.50	   7	   2	
worshiper	   0.00	 178.87	  37.75	   9	   0	
worthiness	   0.00	 138.70	  55.22	  10	   0	
wrath	   7.09	1038.19	  40.50	   5	   0	
wreath	   1.84	 425.78	  39.20	   6	   1	
wrestler	   1.01	 725.48	  88.57	   8	   1	
wretch	   0.56	 283.54	  29.00	   6	   1	
wrist	  20.00	1137.41	  35.75	   5	   4	
wrongdoer	   0.00	 169.40	  32.88	   9	   0	
wrongdoing	   0.45	 497.92	 127.00	  10	   0	
wunderkind	   0.00	 376.98	  81.22	  10	   0	
yacht	   4.64	 773.06	  12.00	   5	   0	
yak	   0.45	   8.41	   2.50	   3	   3	
yarn	   1.34	 864.82	  28.00	   4	   7	
year	 508.66	2103.80	  29.33	   4	  11	
yeshiva	   0.00	 375.72	  25.00	   7	   0	
yesteryear	   0.00	 214.33	  35.33	  10	   0	
yew	   1.56	1453.95	   6.00	   3	  10	
yoke	   1.34	1882.34	  10.67	   4	   4	
youth	  64.75	2802.36	  27.75	   5	   2	
yurt	   0.00	 610.46	  15.33	   4	   2	
abdicate	   0.84	 328.48	  48.29	   8	   0	
abolish	   5.87	 452.14	  55.33	   7	   0	
abrogate	   0.00	 224.16	  39.29	   8	   0	
acclimate	   0.00	 253.51	  47.75	   9	   0	
accomplish	   4.86	 166.17	  36.78	  10	   0	
accustom	   0.89	 369.20	  29.43	   8	   0	
acquiesce	   0.84	 140.73	  19.50	   9	   0	
acquire	  17.15	 301.91	  23.33	   7	   0	
activate	   1.12	 464.62	  45.57	   8	   0	
actuate	   0.00	 252.88	  28.00	   7	   0	
adipose	   0.00	 542.91	  23.83	   7	   0	
admonish	   0.00	 259.91	  47.00	   8	   0	
advertise	   4.02	 704.32	  97.63	   9	   0	
aflutter	   0.00	 571.86	  67.14	   8	   0	
aggrandize	   0.00	  82.66	  24.44	  10	   0	
aggravate	   1.23	 186.32	  40.50	   9	   0	
agitate	   0.50	 489.75	  36.83	   7	   0	
agonize	   0.00	 364.31	  23.17	   7	   0	
ail	   7.54	 245.24	   3.50	   3	   6	
alienate	   0.84	 409.57	  58.14	   8	   0	
allocate	   1.84	 292.10	  42.43	   8	   0	
amortize	   0.00	 440.53	  56.43	   8	   0	
amplify	   1.01	 455.43	  47.33	   7	   0	
analyze	   0.00	 326.65	  18.17	   7	   1	
annotate	   0.00	 369.24	  48.14	   8	   0	
apprehend	   1.28	 378.89	  38.63	   9	   0	
arbitrate	   0.00	 286.96	  48.00	   9	   0	
ascertain	   2.23	 382.89	  47.75	   9	   0	
assemble	   5.25	 515.51	  40.71	   8	   1	
astonish	   1.12	 212.35	  45.00	   8	   0	
authorize	   0.89	 296.35	  52.75	   9	   0	
automate	   0.34	 237.91	  45.86	   8	   1	
autopsied	   0.00	 801.30	 123.25	   9	   0	
awaken	   2.74	 702.42	  56.20	   6	   1	
babysit	   0.00	 121.05	  21.33	   7	   0	
bake	   5.53	2592.81	  21.67	   4	  16	
bask	   0.78	1543.01	  26.33	   4	  10	
baste	   0.78	 843.80	  39.50	   5	   5	
bathe	   3.24	 499.35	  28.75	   5	   2	
bawl	   0.78	 730.36	  17.33	   4	   4	
belittle	   1.34	 582.31	  56.29	   8	   0	
bewilder	   0.34	 530.44	  56.00	   8	   0	
bide	   0.73	 858.60	  16.33	   4	  13	
bifurcate	   0.00	 247.13	  39.13	   9	   0	
bilk	   0.00	1270.74	  20.67	   4	   6	
bleed	   3.69	1295.81	  72.50	   5	   3	
bless	  10.39	1019.24	  25.75	   5	   1	
bogged	   2.68	2086.56	 190.20	   6	   6	
bol	   0.00	 190.56	   6.00	   3	  12	
breathe	  17.09	 564.14	  53.33	   7	   1	
browse	   1.17	 751.23	  44.20	   6	   0	
brutalize	   0.00	 225.85	  50.50	   9	   0	
budge	   2.07	 374.84	  26.50	   5	   5	
burglarize	   0.00	 122.37	  35.00	  10	   0	
calcify	   0.00	 349.86	  46.00	   7	   0	
