ITEM   	 BF_TP 	 LEN_L 	   N   	
seat	  35.00	   4	  15	
seats	  70.50	   5	  12	
seawater	  98.86	   8	   0	
sec	   3.50	   3	   7	
secession	  82.88	   9	   1	
seclusion	  76.75	   9	   0	
secrecy	  38.00	   7	   0	
secretion	 112.88	   9	   0	
secretions	  64.22	  10	   0	
sect	  12.33	   4	   4	
sects	  45.00	   5	   2	
sedation	  94.86	   8	   1	
sedative	  78.43	   8	   0	
sedge	  26.25	   5	   4	
sediment	  56.29	   8	   1	
sediments	  58.00	   9	   1	
sedition	  98.71	   8	   1	
seducer	  81.67	   7	   2	
seduction	 102.38	   9	   2	
seed	  33.67	   4	  18	
seeds	  40.00	   5	  13	
seer	  28.33	   4	  12	
seers	  38.00	   5	   8	
seis	  11.00	   4	   5	
selection	 112.25	   9	   0	
selections	  60.44	  10	   0	
selenite	  84.57	   8	   0	
self	  18.33	   4	   2	
selfs	  21.25	   5	   2	
selves	 110.00	   6	   2	
semantics	  73.38	   9	   0	
semester	 100.14	   8	   0	
semesters	  74.50	   9	   0	
seminar	  38.83	   7	   1	
seminars	  77.29	   8	   1	
seminole	  51.57	   8	   0	
seminoles	  76.75	   9	   0	
sen	   8.50	   3	  20	
senator	  50.17	   7	   0	
senators	  78.43	   8	   0	
senescence	  45.22	  10	   0	
senora	  42.00	   6	   0	
sensation	 115.38	   9	   0	
sensations	  60.22	  10	   0	
sense	  33.25	   5	   2	
sentences	  96.38	   9	   1	
sentencing	 145.00	  10	   0	
sentiment	  70.25	   9	   0	
sentiments	  57.78	  10	   0	
sentinel	  76.71	   8	   0	
sentinels	  69.25	   9	   0	
sepia	  14.50	   5	   0	
sequences	  73.13	   9	   0	
sequencing	 130.56	  10	   0	
sequester	  71.50	   9	   0	
sequitur	  18.43	   8	   0	
sequiturs	  46.75	   9	   0	
sequoias	  21.86	   8	   0	
serbians	  52.86	   8	   0	
serenade	  61.29	   8	   0	
sereno	  47.20	   6	   1	
seres	  88.25	   5	   3	
serf	  15.33	   4	   2	
serfs	  22.25	   5	   0	
serials	  59.33	   7	   1	
serv	  14.33	   4	   1	
serviceman	  25.67	  10	   1	
servicemen	  26.44	  10	   0	
services	 108.57	   8	   1	
servitude	  42.38	   9	   0	
sesame	  28.40	   6	   0	
settlement	  48.56	  10	   0	
settler	 137.83	   7	   2	
severance	  78.25	   9	   0	
sewerage	  55.14	   8	   0	
sex	   3.50	   3	   6	
sexiness	  85.71	   8	   0	
sexism	  30.80	   6	   1	
sextuplet	  24.25	   9	   0	
sextuplets	  23.00	  10	   0	
shack	  43.00	   5	   8	
shacks	  51.40	   6	   8	
shade	  35.25	   5	   8	
shades	 123.20	   6	   5	
shadowland	  19.56	  10	   0	
shaft	  28.75	   5	   2	
shafts	  57.00	   6	   1	
shale	  41.25	   5	  11	
sham	  14.67	   4	   6	
shame	  33.50	   5	   6	
shank	  42.00	   5	   5	
shanks	  53.40	   6	   3	
shant	  44.75	   5	   6	
shantytown	  20.33	  10	   0	
shap	  13.33	   4	  10	
shape	  32.00	   5	   6	
shapes	 114.60	   6	   4	
shard	  43.25	   5	   5	
shards	  54.60	   6	   2	
shares	 122.80	   6	  12	
sharia	  44.60	   6	   0	
shark	  41.50	   5	   6	
sharks	  53.60	   6	   5	
shawl	  29.00	   5	   1	
shawls	  45.40	   6	   0	
sheaf	  33.25	   5	   2	
shears	  66.00	   6	   3	
sheath	  43.80	   6	   0	
sheaves	 118.83	   7	   1	
sheds	  42.25	   5	   2	
sheens	  53.60	   6	   1	
sheep	  33.00	   5	   6	
sheet	  38.25	   5	   5	
sheets	  61.80	   6	   1	
sheik	  22.75	   5	   0	
sheikh	  23.40	   6	   0	
sheiks	  36.60	   6	   1	
shelf	  27.50	   5	   2	
shell	  34.00	   5	   5	
shells	  47.40	   6	   3	
shelves	 111.17	   7	   2	
shield	  42.20	   6	   0	
shields	  33.83	   7	   0	
shift	  30.50	   5	   3	
shifts	  55.20	   6	   4	
shill	  42.75	   5	   7	
shin	  16.67	   4	   7	
ship	  13.67	   4	   8	
ships	  43.75	   5	   8	
shire	  40.00	   5	   5	
shires	 110.20	   6	   5	
shirt	  36.50	   5	   4	
shirts	  59.60	   6	   4	
shit	  16.00	   4	   9	
shive	  35.75	   5	   4	
shoals	  51.00	   6	   0	
shock	  37.50	   5	   4	
shocks	  47.00	   6	   4	
shoe	  10.00	   4	   6	
shoelaces	  70.00	   9	   0	
shoemaker	  32.75	   9	   0	
shoemakers	  32.33	  10	   0	
shoes	  80.50	   5	   5	
shop	  13.00	   4	   9	
shopkeeper	  20.67	  10	   0	
shoplifter	  50.00	  10	   0	
shops	  42.50	   5	   7	
shores	 116.40	   6	  11	
shortages	  72.50	   9	   0	
shorts	  65.80	   6	   7	
shoshone	  42.29	   8	   0	
shot	  15.33	   4	  12	
shots	  61.75	   5	   7	
showcases	  69.88	   9	   0	
showcasing	 131.67	  10	   0	
shred	  76.75	   5	   3	
shreds	  48.80	   6	   1	
shriek	  49.60	   6	   1	
shrift	  41.00	   6	   1	
shrimp	  38.40	   6	   0	
shrine	  90.00	   6	   1	
shrines	 129.17	   7	   1	
shrink	  84.40	   6	   4	
shrinks	  38.00	   7	   2	
shroud	  36.40	   6	   0	
shrouds	  36.17	   7	   0	
shrub	  19.75	   5	   2	
shrubbery	  40.75	   9	   0	
shrubs	  27.00	   6	   2	
shtick	  34.00	   6	   0	
shuffler	  66.43	   8	   1	
shunt	  35.75	   5	   1	
shuttering	 151.89	  10	   3	
side	  17.67	   4	  11	
sides	  80.25	   5	   8	
siege	  23.50	   5	   2	
sienna	  22.00	   6	   0	
sieve	  21.00	   5	   1	
sigh	  10.33	   4	   3	
sight	  18.75	   5	   9	
sights	  50.40	   6	   6	
sightseers	  33.78	  10	   0	
signature	  40.75	   9	   0	
signatures	  59.00	  10	   0	
signori	  29.50	   7	   1	
signs	  28.75	   5	   1	
sikhs	  12.25	   5	   1	
silhouette	  19.00	  10	   0	
silica	  37.00	   6	   0	
silicate	  60.57	   8	   0	
silicates	 115.38	   9	   0	
silicon	  42.00	   7	   0	
silicone	  49.57	   8	   0	
silk	  22.00	   4	   7	
silks	  43.25	   5	   6	
sill	  34.00	   4	  14	
silliness	  86.25	   9	   0	
sills	  53.00	   5	  12	
silt	  25.67	   4	  11	
silverware	  28.33	  10	   0	
sin	   9.50	   3	  19	
sind	  30.67	   4	  13	
sine	  33.67	   4	  18	
sines	  93.00	   5	  17	
sink	  30.67	   4	  13	
sinks	  52.00	   5	   8	
sins	  35.00	   4	  14	
sinuses	 120.33	   7	   0	
sip	   9.00	   3	  19	
sips	  19.00	   4	  10	
sir	   5.50	   3	   9	
sires	  83.25	   5	  11	
sis	   5.50	   3	   9	
sisterhood	  47.22	  10	   0	
site	  21.00	   4	  10	
sites	  85.00	   5	   9	
sitz	  12.33	   4	   2	
size	   9.33	   4	   4	
skates	 118.20	   6	   3	
skeet	  19.75	   5	   3	
skeets	  44.40	   6	   2	
skein	   9.50	   5	   1	
skeins	  66.20	   6	   1	
skeleton	  37.00	   8	   0	
skeletons	  43.38	   9	   0	
sketch	  16.20	   6	   0	
ski	   1.50	   3	   1	
skid	   8.33	   4	   6	
skids	  25.50	   5	   3	
skier	  45.50	   5	   2	
skies	  68.25	   5	   7	
skiff	  10.75	   5	   2	
skill	  22.75	   5	   4	
skills	  37.40	   6	   3	
skin	  11.00	   4	   7	
skins	  39.50	   5	   5	
skirmishes	  51.11	  10	   0	
skirt	  16.50	   5	   1	
skirts	  40.80	   6	   1	
skis	   5.33	   4	   4	
skit	  10.33	   4	   9	
skits	  45.50	   5	   8	
skull	  13.25	   5	   1	
skulls	  28.60	   6	   2	
skunk	  18.50	   5	   1	
skunks	  26.00	   6	   0	
sky	   1.50	   3	   6	
skyrocket	  11.25	   9	   0	
skyrockets	  20.78	  10	   0	
skyscraper	  21.89	  10	   0	
skywriter	  60.38	   9	   0	
slab	  17.00	   4	   8	
slabs	  34.25	   5	   7	
slack	  45.50	   5	   7	
slacks	  48.20	   6	   5	
slag	  17.67	   4	  11	
slang	  46.75	   5	   4	
slant	  47.25	   5	   3	
slat	  22.00	   4	  12	
slate	  43.50	   5	   6	
slates	 137.20	   6	   6	
slats	  66.50	   5	   9	
slave	  39.00	   5	   4	
slavery	 100.50	   7	   1	
slaves	 110.60	   6	   3	
slavs	  30.00	   5	   5	
slaw	  16.33	   4	   9	
sleaze	  27.40	   6	   1	
sledge	  28.00	   6	   2	
sleds	  38.00	   5	   2	
sleepiness	  44.11	  10	   0	
sleet	  34.00	   5	   6	
sleeve	  27.60	   6	   0	
sleeves	 110.00	   7	   0	
sleigh	  19.80	   6	   0	
sleight	  22.67	   7	   0	
sleuth	  21.20	   6	   0	
sleuths	  21.33	   7	   0	
slice	  33.75	   5	   4	
slick	  36.75	   5	   6	
slicks	  40.40	   6	   5	
slides	 113.40	   6	   2	
slime	  27.25	   5	   3	
sling	  47.75	   5	   8	
slings	  36.20	   6	   4	
slits	  60.50	   5	   7	
slob	  15.67	   4	   8	
slobs	  33.50	   5	   7	
sloop	  34.75	   5	   3	
slop	  18.67	   4	  11	
slope	  32.25	   5	   3	
slopes	 107.80	   6	   1	
sloppiness	  43.33	  10	   0	
slosh	  36.50	   5	   3	
slot	  21.00	   4	  15	
sloth	  40.00	   5	   3	
slots	  63.25	   5	  12	
sludge	  26.60	   6	   2	
slug	  15.00	   4	   8	
slugs	  30.75	   5	   3	
sluice	  30.60	   6	   0	
slum	  15.67	   4	  10	
slump	  28.00	   5	   4	
slums	  33.50	   5	   5	
slur	  16.00	   4	   6	
slurp	  24.75	   5	   2	
slurs	  35.25	   5	   4	
slush	  31.25	   5	   6	
slut	  16.33	   4	   8	
smalls	  33.00	   6	   2	
smarts	  52.00	   6	   1	
smattering	 152.78	  10	   3	
smear	  22.00	   5	   3	
smile	  26.75	   5	   2	
smiles	 112.40	   6	   2	
smirk	  14.50	   5	   0	
smirks	  23.20	   6	   0	
smit	   9.00	   4	   7	
smock	  19.25	   5	   3	
smog	   4.00	   4	   2	
smudge	  19.80	   6	   2	
smut	   5.33	   4	   3	
snack	  27.00	   5	   5	
snacks	  33.60	   6	   4	
snags	  18.50	   5	   3	
snail	  19.25	   5	   1	
snails	  37.00	   6	   1	
snake	  17.00	   5	   4	
snakes	 108.80	   6	   4	
snapdragon	  36.44	  10	   0	
snare	  32.25	   5	   7	
snares	 105.00	   6	   8	
snarl	  25.00	   5	   2	
snarls	  41.80	   6	   2	
snee	   6.00	   4	   1	
sneer	  50.00	   5	   2	
snipe	  14.25	   5	   2	
snips	  26.00	   5	   5	
snitch	  24.20	   6	   3	
snob	   6.00	   4	   5	
snobbery	  51.00	   8	   0	
snobs	  17.00	   5	   3	
snort	  21.00	   5	   4	
snot	  11.33	   4	   8	
snout	  17.00	   5	   5	
snow	   9.00	   4	   6	
snowmobile	  18.78	  10	   0	
snub	   5.67	   4	   3	
soap	  21.33	   4	   6	
soaps	  34.75	   5	   5	
sob	   9.00	   3	  18	
sobriquet	  18.50	   9	   0	
socialists	  32.56	  10	   0	
socialite	  67.63	   9	   0	
socialites	  72.89	  10	   0	
sock	  27.33	   4	  12	
socks	  42.25	   5	   9	
sod	   8.50	   3	  16	
sodium	  25.80	   6	   1	
sodomy	  19.20	   6	   0	
softener	  75.00	   8	   1	
soil	  17.67	   4	   6	
sojourner	  43.00	   9	   0	
soles	  82.25	   5	   9	
solitaire	  38.63	   9	   0	
solitude	  45.57	   8	   0	
soloist	  50.50	   7	   0	
soloists	  55.71	   8	   0	
solution	  86.29	   8	   0	
solutions	  59.38	   9	   0	
solvency	  46.57	   8	   0	
sombrero	  57.00	   8	   0	
somersault	  30.56	  10	   0	
son	   7.50	   3	  15	
sonata	  30.60	   6	   0	
sonatas	  44.67	   7	   0	
song	  27.33	   4	   8	
songs	  30.75	   5	   4	
songwriter	  61.22	  10	   0	
sonogram	  33.43	   8	   1	
sons	  30.00	   4	  11	
soot	  33.00	   4	  16	
soothsayer	  21.89	  10	   0	
sop	   8.50	   3	  18	
soprano	  31.33	   7	   0	
sopranos	  26.71	   8	   0	
sorcerer	  99.71	   8	   0	
sorcerers	  90.63	   9	   1	
sorcery	 100.83	   7	   0	
sores	  90.25	   5	   6	
sorts	  59.75	   5	   3	
soss	  22.33	   4	   8	
sot	   9.00	   3	  21	
souk	  15.67	   4	   5	
soul	  17.00	   4	   4	
souls	  44.25	   5	   1	
soup	  16.33	   4	   4	
soups	  36.75	   5	   3	
source	  35.40	   6	   0	
sousaphone	  24.67	  10	   0	
south	  33.50	   5	   2	
southerner	  43.33	  10	   0	
souvenir	  38.86	   8	   0	
souvenirs	  63.13	   9	   0	
soviets	  61.33	   7	   0	
sox	   6.00	   3	  14	
spa	   1.50	   3	   2	
space	  33.25	   5	   6	
spade	  28.50	   5	   5	
spades	 114.20	   6	   3	
spaghetti	  21.88	   9	   0	
spam	  11.00	   4	   7	
span	  11.67	   4	   6	
spark	  34.75	   5	   4	
sparks	  44.60	   6	   2	
spas	   8.00	   4	   4	
spate	  34.25	   5	   9	
spats	  57.25	   5	   6	
spatula	  30.83	   7	   0	
spawn	  23.75	   5	   0	
spear	  33.25	   5	   4	
spears	  61.80	   6	   4	
spec	   6.33	   4	   2	
specialist	  41.11	  10	   1	
specialty	  36.38	   9	   1	
specifics	  33.13	   9	   1	
specimen	  38.86	   8	   0	
specimens	  48.63	   9	   0	
speck	  30.75	   5	   2	
specks	  38.60	   6	   1	
specs	  20.75	   5	   1	
spectacle	  37.38	   9	   0	
spectacles	  60.11	  10	   1	
spectator	  50.25	   9	   0	
spectators	  64.44	  10	   0	
speech	  36.80	   6	   0	
speed	  73.25	   5	   3	
speeds	  40.80	   6	   2	
spell	  29.25	   5	   5	
spells	  43.20	   6	   4	
sperm	  26.00	   5	   0	
sperms	  27.40	   6	   0	
sphere	  50.40	   6	   0	
spheres	 124.00	   7	   0	
sphinx	  63.60	   6	   0	
spice	  31.50	   5	   7	
spiderman	  44.25	   9	   0	
spiel	  34.50	   5	   3	
spies	  81.00	   5	   6	
spikes	 114.60	   6	   5	
spillover	  33.63	   9	   0	
spine	  43.75	   5	   9	
spines	 113.00	   6	   4	
spire	  32.75	   5	   7	
spires	 104.20	   6	   6	
splash	  30.40	   6	   0	
spleen	  40.20	   6	   0	
splint	  81.60	   6	   1	
splints	  64.17	   7	   1	
spoils	  44.20	   6	   2	
spokes	 119.80	   6	   5	
sponge	  36.80	   6	   1	
spook	  26.00	   5	   4	
spooks	  39.20	   6	   3	
spool	  26.25	   5	   5	
spoon	  31.75	   5	   4	
spoons	  46.80	   6	   2	
spoor	  30.50	   5	   3	
spore	  32.75	   5	   9	
spores	 109.60	   6	   8	
sport	  29.25	   5	   5	
sports	  59.00	   6	   6	
spot	  11.33	   4	   7	
spots	  55.00	   5	   4	
spouse	  37.00	   6	   0	
sprain	  38.40	   6	   1	
sprawl	  27.00	   6	   1	
spray	  23.25	   5	   2	
spree	  31.50	   5	   1	
sprees	  97.60	   6	   1	
spring	 116.20	   6	   5	
springs	  43.00	   7	   3	
sprint	  89.00	   6	   2	
sprints	  68.67	   7	   2	
sprite	  50.80	   6	   0	
sprouts	  57.50	   7	   0	
spud	   6.67	   4	   4	
spuds	  34.25	   5	   2	
spunk	  30.25	   5	   2	
spur	   8.33	   4	   4	
spurge	  29.00	   6	   0	
spurs	  30.50	   5	   3	
spurt	  24.25	   5	   2	
spurts	  52.00	   6	   1	
spy	   1.50	   3	   6	
squad	   7.00	   5	   3	
squads	  25.40	   6	   3	
squall	  19.60	   6	   0	
squalls	  33.17	   7	   0	
square	  27.40	   6	   1	
squares	 110.83	   7	   3	
squash	  19.20	   6	   0	
squat	   7.25	   5	   2	
squid	   9.25	   5	   1	
squire	  23.20	   6	   3	
squirts	  46.17	   7	   2	
sta	   0.00	   3	   2	
stabler	 137.33	   7	   1	
staccato	  48.29	   8	   0	
stack	  44.00	   5	  10	
stacks	  55.80	   6	   7	
stadium	  55.50	   7	   0	
stadiums	  36.43	   8	   0	
staff	  30.00	   5	   2	
staffs	  34.40	   6	   1	
stag	   8.67	   4	   7	
stage	  38.25	   5	   6	
stagnation	 131.11	  10	   0	
stain	  37.50	   5	   5	
stains	  95.60	   6	   2	
stair	  33.50	   5	   2	
staircases	  57.44	  10	   0	
stairs	  63.80	   6	   1	
stake	  34.00	   5	   9	
stakes	 131.00	   6	   8	
stalls	  57.60	   6	   3	
stamina	 173.33	   7	   0	
stamp	  35.00	   5	   3	
stamps	  44.20	   6	   2	
stance	  55.00	   6	   1	
staph	  30.75	   5	   1	
stapler	 137.50	   7	   3	
staplers	 102.00	   8	   0	
star	  13.33	   4	   7	
starch	  54.00	   6	   1	
stargazer	  44.50	   9	   0	
stargazers	  37.89	  10	   0	
stars	  52.00	   5	  10	
starvation	 132.22	  10	   0	
stash	  40.75	   5	   2	
state	  42.00	   5	   8	
statism	  87.00	   7	   0	
statistic	  58.00	   9	   0	
statistics	  79.22	  10	   0	
stats	  65.00	   5	   8	
statuette	  45.63	   9	   0	
staves	 118.20	   6	   7	
stead	  37.25	   5	   4	
steadiness	  51.22	  10	   0	
steak	  37.00	   5	   5	
steaks	  52.60	   6	   2	
stealth	  47.50	   7	   0	
steam	  35.75	   5	   3	
steeds	  50.20	   6	   2	
steel	  41.25	   5	   4	
steels	  64.60	   6	   3	
steers	  83.40	   6	   1	
stem	   7.67	   4	   4	
stems	  34.50	   5	   4	
stench	  46.80	   6	   0	
stepfather	  46.67	  10	   0	
stepladder	  32.33	  10	   0	
stepmother	  26.44	  10	   0	
steppe	  29.60	   6	   0	
steppes	 129.67	   7	   1	
steps	  40.75	   5	   4	
stepsister	  53.33	  10	   0	
stereo	  49.00	   6	   0	
stereos	  48.33	   7	   0	
stern	  33.00	   5	   1	
stevedore	  37.50	   9	   0	
stew	  10.33	   4	   5	
stewardess	  34.33	  10	   0	
stews	  28.50	   5	   2	
stickler	  85.57	   8	   0	
sticks	  50.00	   6	   4	
stiffener	  54.13	   9	   1	
stiffs	  31.20	   6	   3	
stigmata	  41.43	   8	   0	
stiletto	  38.71	   8	   0	
stilettos	  36.00	   9	   0	
stills	  59.20	   6	   5	
stilt	  35.75	   5	   4	
stilts	  66.00	   6	   3	
stimulant	  52.00	   9	   0	
stimulants	  47.00	  10	   0	
stimuli	  33.33	   7	   0	
stimulus	  38.86	   8	   0	
sting	  48.75	   5	   6	
stinginess	  49.89	  10	   0	
stint	  49.25	   5	   4	
stints	  72.60	   6	   5	
stith	  38.25	   5	   2	
stock	  38.50	   5	   6	
stocks	  50.80	   6	   6	
stone	  40.00	   5	   8	
stones	 117.40	   6	   5	
stooge	  44.60	   6	   0	
stool	  34.00	   5	   3	
stools	  56.40	   6	   2	
stopover	  66.71	   8	   0	
stopovers	  61.38	   9	   0	
stoppages	  67.75	   9	   0	
store	  40.50	   5	  13	
stores	 120.20	   6	  12	
storm	  33.75	   5	   3	
storminess	  49.56	  10	   0	
storms	  42.80	   6	   3	
storyboard	  18.00	  10	   0	
storybook	  25.38	   9	   0	
storybooks	  15.22	  10	   0	
storyline	 134.88	   9	   0	
stoup	  30.50	   5	   4	
stout	  33.00	   5	   5	
stove	  35.50	   5	   6	
stoves	 114.20	   6	   5	
straights	  43.88	   9	   0	
strain	  50.40	   6	   2	
strains	 185.00	   7	   2	
strait	  48.20	   6	   1	
straits	  79.00	   7	   1	
strand	  51.80	   6	   0	
strands	  56.33	   7	   0	
strap	  26.25	   5	   4	
straps	  45.00	   6	   4	
stratagem	  42.88	   9	   0	
stratagems	  28.67	  10	   0	
strategies	  71.22	  10	   0	
strategist	  38.78	  10	   0	
strategy	  57.00	   8	   0	
straw	  25.75	   5	   3	
strawberry	  25.89	  10	   0	
straws	  40.60	   6	   2	
strays	  43.60	   6	   3	
streak	  45.40	   6	   1	
streaks	  42.67	   7	   2	
stream	  46.40	   6	   2	
streams	  43.50	   7	   2	
street	  60.40	   6	   0	
streets	  78.50	   7	   0	
streng	  87.40	   6	   3	
strength	  53.86	   8	   0	
strengths	  42.63	   9	   0	
strep	  35.75	   5	   5	
streps	  48.20	   6	   3	
stress	  53.00	   6	   0	
stride	  53.00	   6	   5	
strides	 133.83	   7	   3	
strife	  48.00	   6	   4	
string	 128.20	   6	   3	
stringency	  46.22	  10	   0	
strings	  57.17	   7	   2	
strip	  24.75	   5	   1	
stripe	  47.20	   6	   5	
stripes	 131.50	   7	   4	
strips	  52.40	   6	   2	
strobe	  38.00	   6	   3	
stroganoff	  22.78	  10	   0	
stroke	  40.60	   6	   3	
strokes	 127.00	   7	   2	
stroll	  44.20	   6	   1	
strontium	  75.38	   9	   0	
strout	  45.20	   6	   1	
struts	  64.00	   6	   0	
stub	   7.00	   4	   4	
stubs	  28.75	   5	   2	
stud	   7.00	   4	   2	
studio	  30.80	   6	   0	
studios	  54.67	   7	   1	
studs	  40.50	   5	   3	
stuff	  26.00	   5	   4	
stuffs	  29.80	   6	   2	
stull	  31.25	   5	   3	
stump	  29.50	   5	   3	
stumps	  38.40	   6	   2	
stun	   6.67	   4	   4	
stunt	  39.25	   5	   2	
stunts	  66.80	   6	   1	
sty	   0.00	   3	   6	
style	  30.50	   5	   3	
styles	 121.80	   6	   2	
styrofoam	  22.25	   9	   0	
sub	   6.00	   3	  12	
subchapter	  51.11	  10	   0	
subcompact	  20.56	  10	   0	
subculture	  25.89	  10	   0	
subhuman	  25.43	   8	   0	
submachine	  83.78	  10	   0	
submarine	 147.13	   9	   0	
submarines	  72.78	  10	   0	
submersion	  92.00	  10	   1	
submission	  88.67	  10	   0	
subpoena	  30.71	   8	   0	
subpoenas	  30.63	   9	   0	
subs	  15.67	   4	   9	
subscriber	  35.78	  10	   1	
subsection	 128.22	  10	   1	
subsidies	  85.75	   9	   0	
subsidy	  36.83	   7	   1	
substances	  71.44	  10	   0	
substation	 141.33	  10	   0	
substitute	  46.89	  10	   0	
subsurface	  27.56	  10	   0	
subsystem	  51.25	   9	   0	
subsystems	  27.44	  10	   0	
subterfuge	  33.67	  10	   0	
subtitle	  44.71	   8	   0	
subtitles	  84.75	   9	   0	
subtleties	 112.78	  10	   0	
subtlety	  49.00	   8	   0	
subversion	  94.67	  10	   0	
subzero	  67.33	   7	   0	
successes	  88.00	   9	   0	
succession	  92.00	  10	   0	
successor	  41.38	   9	   0	
successors	  52.00	  10	   0	
succulents	  51.33	  10	   0	
sudd	   6.67	   4	   2	
suddenness	  51.33	  10	   0	
suds	  14.00	   4	   5	
suede	  16.75	   5	   1	
suedes	 105.80	   6	   1	
sufferer	  88.57	   8	   1	
sufferers	  77.50	   9	   0	
sufferings	  41.00	  10	   0	
suffragist	  35.22	  10	   0	
sugarcane	  36.13	   9	   0	
suggestion	 119.89	  10	   0	
suicide	  36.33	   7	   0	
suicides	 102.14	   8	   0	
suit	  13.33	   4	   5	
suitcases	  75.50	   9	   0	
suite	  26.25	   5	   4	
suites	 126.60	   6	   1	
suits	  49.25	   5	   5	
sultanate	  58.25	   9	   0	
sum	   5.50	   3	   9	
summaries	 110.38	   9	   0	
summary	  52.67	   7	   1	
summation	 114.38	   9	   0	
summations	  63.22	  10	   0	
summertime	  77.11	  10	   0	
summonses	  78.75	   9	   0	
sump	  15.33	   4	   8	
sums	  16.33	   4	   7	
sun	   7.00	   3	  14	
sunflower	  32.25	   9	   0	
sunflowers	  38.89	  10	   0	
sunglasses	  65.11	  10	   0	
suns	  26.33	   4	  14	
supercool	  45.50	   9	   0	
superstar	  49.38	   9	   0	
superstars	  57.67	  10	   0	
superstore	  54.11	  10	   0	
supplement	  54.44	  10	   0	
supplicant	  43.89	  10	   0	
supplier	  93.71	   8	   2	
suppliers	  64.00	   9	   0	
supporter	  72.38	   9	   1	
supporters	  50.67	  10	   0	
suppressor	  32.67	  10	   0	
surety	  53.60	   6	   1	
surf	  15.00	   4	   3	
surfaces	  97.14	   8	   1	
surge	  28.25	   5	   2	
surgeries	 125.63	   9	   0	
surgery	 104.50	   7	   0	
surpluses	  78.63	   9	   0	
surprises	  87.00	   9	   1	
surrogate	  58.75	   9	   0	
surrogates	 100.22	  10	   0	
surveyor	  34.00	   8	   1	
surveyors	  53.63	   9	   0	
survival	  46.14	   8	   0	
survivor	  33.86	   8	   0	
survivors	  54.88	   9	   0	
suspender	  61.13	   9	   1	
suspenders	  56.00	  10	   0	
suspension	  91.22	  10	   0	
suspicion	  66.38	   9	   0	
suspicions	  59.56	  10	   1	
sustenance	  64.89	  10	   0	
svelte	  16.00	   6	   0	
swabs	  19.50	   5	   6	
swahili	  21.33	   7	   0	
swamp	  21.75	   5	   2	
swamps	  21.00	   6	   2	
swank	  29.75	   5	   4	
swans	  38.75	   5	   4	
swarm	  29.25	   5	   1	
swarms	  26.60	   6	   0	
swastika	  60.14	   8	   0	
swastikas	  22.38	   9	   0	
swat	  13.67	   4	   9	
swatch	  24.60	   6	   2	
swath	  28.50	   5	   0	
sweat	  25.25	   5	   3	
sweats	  55.40	   6	   3	
swede	  20.50	   5	   1	
swedes	 101.80	   6	   0	
sweetener	  52.00	   9	   1	
sweeteners	  52.56	  10	   0	
sweets	  48.20	   6	   3	
swells	  33.80	   6	   4	
swifts	  38.80	   6	   1	
swig	   6.33	   4	   3	
swill	  29.00	   5	   6	
swindler	  72.71	   8	   1	
swine	  37.25	   5	   6	
swings	  26.40	   6	   2	
swirl	  19.00	   5	   2	
swirls	  30.60	   6	   0	
sword	  20.00	   5	   3	
swords	  29.00	   6	   0	
sycamore	  24.29	   8	   0	
syllable	  45.86	   8	   0	
syllables	  72.25	   9	   0	
syllabus	  32.14	   8	   0	
sym	   0.50	   3	   2	
symmetry	  31.00	   8	   0	
sympathies	  62.67	  10	   0	
sympathy	  25.86	   8	   0	
symphonies	  63.67	  10	   0	
symphony	  28.29	   8	   0	
synagogue	  10.38	   9	   0	
synagogues	  43.22	  10	   0	
synapses	  85.86	   8	   0	
sync	   0.67	   4	   0	
synch	  23.25	   5	   1	
syndicate	  49.38	   9	   0	
syndicates	  97.78	  10	   1	
synergies	  89.75	   9	   0	
synergy	  25.00	   7	   0	
synonym	   8.50	   7	   0	
synopsis	  14.14	   8	   0	
synthesis	  22.00	   9	   0	
synthetics	  65.22	  10	   0	
syphilis	  13.14	   8	   0	
syrians	  43.00	   7	   0	
syringes	  98.86	   8	   0	
tab	   6.00	   3	  11	
tablecloth	  18.67	  10	   0	
tablespoon	  43.44	  10	   0	
tabletop	  24.29	   8	   0	
tableware	  25.75	   9	   0	
tabs	  17.67	   4	   9	
tack	  30.00	   4	  15	
tacks	  47.00	   5	  13	
tact	  17.00	   4	   5	
tactician	  42.63	   9	   0	
tacticians	  40.33	  10	   0	
tad	   9.00	   3	  20	
taffeta	  30.17	   7	   0	
tag	   9.50	   3	  18	
tags	  25.33	   4	  14	
tai	   3.50	   3	   7	
tail	  24.33	   4	  12	
tails	  50.75	   5	   8	
taint	  48.00	   5	   4	
takeover	  40.86	   8	   0	
takeovers	  44.75	   9	   0	
talc	  19.67	   4	   3	
tale	  29.67	   4	  16	
tales	  85.00	   5	  13	
talisman	  42.00	   8	   0	
tamales	 147.50	   7	   0	
tamarin	  30.67	   7	   0	
tamarisk	  55.29	   8	   0	
tambourine	  85.22	  10	   0	
tan	   8.00	   3	  17	
tang	  32.00	   4	  11	
tangerines	  74.89	  10	   0	
tangs	  41.75	   5	   9	
tank	  30.33	   4	  12	
tanks	  53.25	   5	   7	
tans	  34.67	   4	  16	
tantalum	  39.71	   8	   0	
tantalus	  45.29	   8	   0	
tap	   9.00	   3	  18	
tape	  18.00	   4	  10	
tapes	  80.25	   5	   9	
tapestries	  77.44	  10	   0	
tapestry	  43.86	   8	   0	
taps	  21.00	   4	  13	
